review_priority,action_today,customer_market,go_no_go_score,recommendation,pursuit_type,drop_reason,risk_flags,title,department,sub_tier,office,full_parent_path_name,posted_date,response_deadline,days_until_deadline,clean_naics,naics_code,classification_code,notice_type,base_type,search_name,search_keyword,search_naics,search_ptype,query_hits,ui_link,score_rationale,description,source,notice_id,solicitation_number,archive_type,active,first_seen,last_seen,days_until_deadline_sort,review_priority_sort
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 334413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,Ablation Laser,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE RESEARCH LABORATORY.FA8751  AFRL RIKO,2026-05-19,2026-05-26T15:00:00-04:00,4.0,334413,334413,5860,Solicitation,Solicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/d6eec78681a94916ae12fa48ff9c182c/view,Likely goods/manufacturing/retail NAICS: 334413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d6eec78681a94916ae12fa48ff9c182c,SAM.gov,d6eec78681a94916ae12fa48ff9c182c,FA875126Q0987,auto15,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,Drop unless manually confirmed,Other Federal,0,No-Go,Early Capture / Sources Sought,Likely goods/supplies/equipment: ppe,Contains goods/supplies/equipment language | NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Appeals Centralized Database System (ACDS),,,,"TREASURY, DEPARTMENT OF THE.INTERNAL REVENUE SERVICE.CHIEF INFORMATION OFFICER",2026-05-19,2026-05-26T15:00:00-04:00,4.0,541519,541519,DA01,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/92ab8089147d4e72b3b9eec3658511c5/view,Non-target NAICS: 541519 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Sources sought/RFI is useful for shaping | Bad-fit goods/supply terms: ppe | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=92ab8089147d4e72b3b9eec3658511c5,SAM.gov,92ab8089147d4e72b3b9eec3658511c5,26-27-A-PMO-ACDS-SSN,auto15,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,No action,Other Federal,0,No-Go,Unclassified,Non-target NAICS: 237310,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Notice of Intent to Award a BPA Call Order,,,,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.USDA-FS, CSA EAST 13",2026-05-19,2026-05-26T17:00:00-05:00,4.0,237310,237310,Z2LB,Special Notice,Special Notice,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/fc770fc7610e451cb77aac7895e174d2/view,Non-target NAICS: 237310 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fc770fc7610e451cb77aac7895e174d2,SAM.gov,fc770fc7610e451cb77aac7895e174d2,,autocustom,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,No action,Other Federal,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 621111,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Outpatient Physician Services THC,,,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.INDIAN HEALTH SERVICE.NAVAJO AREA INDIAN HEALTH SVC",2026-05-19,2026-05-26T08:00:00-06:00,4.0,621111,621111,Q999,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/7fbb85939f9642cba5a1688b165354b1/view,Non-target NAICS: 621111 | No strong A/E-engineering language detected | Non-DOE market classification: Other Federal | Sources sought/RFI is useful for shaping | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7fbb85939f9642cba5a1688b165354b1,SAM.gov,7fbb85939f9642cba5a1688b165354b1,SS-GSU-26-0014,autocustom,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Likely goods/supplies/equipment: equipment,Contains goods/supplies/equipment language | NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Rental Services - Reception/Event Equipment,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,2026-05-19,2026-05-26T09:00:00-04:00,4.0,532289,532289,W099,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/7889ed601a8c46edb56f25f69087a166/view,Non-target NAICS: 532289 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Bad-fit goods/supply terms: equipment | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7889ed601a8c46edb56f25f69087a166,SAM.gov,7889ed601a8c46edb56f25f69087a166,N00189SSNDEV0519,auto15,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 336413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"SOLENOID,ELECTRICAL",,,,"DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION OKLAHOMA CITY.DLA AVIATION AT OKLAHOMA CITY, OK",2026-05-19,2026-05-26T23:59:00-05:00,4.0,336413,336413,5945,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - architect engineer | Manual - architect engineer | Manual - architect engineer | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/dfb76a2c6b944d1f8da0130d3c9ef66e/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Discipline/capability fit: electrical | Sources sought/RFI is useful for shaping | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dfb76a2c6b944d1f8da0130d3c9ef66e,SAM.gov,dfb76a2c6b944d1f8da0130d3c9ef66e,FD20302601296,autocustom,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336412,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"TURBOCHARGER,RIGHT",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,2026-05-19,2026-05-26T16:30:00-04:00,4.0,336412,336412,2950,Solicitation,Solicitation,DOE Engineering Services - Solicitation,Department of Energy,541330,o,DOE Engineering Services - Solicitation | DOE Engineering Services - Solicitation | Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f51c5ef85eed4b82be979318f4070fa7/view,Likely goods/manufacturing/retail NAICS: 336412 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f51c5ef85eed4b82be979318f4070fa7,SAM.gov,f51c5ef85eed4b82be979318f4070fa7,SPRMM126QKE97,auto15,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 611512,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Target Drone Training,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.SPACE SYSTEMS COMMAND.FA2521  45 CONS PK,2026-05-19,2026-05-26T13:00:00-04:00,4.0,611512,611512,U099,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/fa84b2a7be5043009a12bc75a120581e/view,Non-target NAICS: 611512 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fa84b2a7be5043009a12bc75a120581e,SAM.gov,fa84b2a7be5043009a12bc75a120581e,FA252126QB056,auto15,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 561210,Check set-aside status / prime eligibility | NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,Technical Support Services NS 2027-2032,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RSA.W6QK ACC-RSA,2026-05-19,2026-05-26T16:30:00-05:00,4.0,561210,561210,R425,Sources Sought,Sources Sought,DOE A-E - Sources Sought,architect engineer,541330,r,DOE A-E - Sources Sought | DOE A-E - Sources Sought | DOE Engineering Services - Sources Sought | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - Department of Energy | Manual - NNSA | Manual - NNSA | Manual - NNSA | Manual - NNSA | Manual - NNSA | Manual - NNSA | Manual - Oak Ridge | Manual - Oak Ridge | Manual - Savannah River | Manual - Savannah River,https://sam.gov/workspace/contract/opp/dc49a89b51b14474956dbc0e28a3db4c/view,Non-target NAICS: 561210 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Small business/team potential: 8a | Near-term deadline: 4 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dc49a89b51b14474956dbc0e28a3db4c,SAM.gov,dc49a89b51b14474956dbc0e28a3db4c,PANRSA-26-P-0000036468,auto15,Yes,2026-05-19,2026-05-22,4.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Likely goods/supplies/equipment: pump,Contains goods/supplies/equipment language | Likely goods/supply opportunity | Scope may not be A/E or engineering services,"43--PUMP UNIT,ROTARY",,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-05-27T16:30:00-04:00,5.0,333914,333914,4320,Solicitation,Solicitation,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/c79948fe874446478872e5247fecee0e/view,Likely goods/manufacturing/retail NAICS: 333914 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Bad-fit goods/supply terms: pump | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c79948fe874446478872e5247fecee0e,SAM.gov,c79948fe874446478872e5247fecee0e,N0010426QBT58,auto15,Yes,2026-05-22,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 335311,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"CABLE ASSEMBLY,SPEC",,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,2026-05-22,2026-05-27T16:30:00-04:00,5.0,335311,335311,6150,Solicitation,Solicitation,NNSA Engineering Services - Solicitation,NNSA,541330,o,DOE A-E - Solicitation | NNSA Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/a219e4d4a6994bcfa4d2c89a3b67ceac/view,Likely goods/manufacturing/retail NAICS: 335311 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=a219e4d4a6994bcfa4d2c89a3b67ceac,SAM.gov,a219e4d4a6994bcfa4d2c89a3b67ceac,N0010426QQB57,auto15,Yes,2026-05-22,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 333310,Likely goods/supply opportunity | Scope may not be A/E or engineering services,HOBART CONVEYOR DISHWASHER,,,,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC PUGET SOUND.NAVSUP FLT LOG CTR PUGET SOUND,2026-05-22,2026-05-27T10:00:00-04:00,5.0,333310,333310,7320,Solicitation,Solicitation,DOE Environmental Consulting - Solicitation,Department of Energy,541620,o,DOE A-E - Solicitation | DOE Environmental Consulting - Solicitation | NNSA Engineering Services - Solicitation,https://sam.gov/workspace/contract/opp/d2390577aaa145828e07c4512c62cc4c/view,Likely goods/manufacturing/retail NAICS: 333310 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d2390577aaa145828e07c4512c62cc4c,SAM.gov,d2390577aaa145828e07c4512c62cc4c,N0040626Q0218,auto15,Yes,2026-05-22,2026-05-22,5.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 541512,Check set-aside status / prime eligibility | NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,RFI USAFE-AFAFRICA/A6 Risk Management Framework (RMF) Process Efficiencies,,,,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.U.S. AIR FORCES IN EUROPE.FA5641  764 ESS PK,2026-05-21,2026-05-27T14:00:00+02:00,5.0,541512,541512,DA01,Sources Sought,Sources Sought,NNSA A-E - Sources Sought,architect engineer,541330,r,NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought,https://sam.gov/workspace/contract/opp/d475f033928846d2a8ab53c21f2d2f9f/view,Non-target NAICS: 541512 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Early capture indicator: rfi | Sources sought/RFI is useful for shaping | Small business/team potential: 8a | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d475f033928846d2a8ab53c21f2d2f9f,SAM.gov,d475f033928846d2a8ab53c21f2d2f9f,FA564126RXXXX,auto15,Yes,2026-05-22,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 423510,Likely goods/supply opportunity | Scope may not be A/E or engineering services,Ton Container Metal Pipe,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RI.W6QK ACC-RI,2026-05-21,2026-05-27T10:00:00-05:00,5.0,423510,423510,9515,Sources Sought,Sources Sought,Hanford Engineering Services,Hanford,541330,r,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services,https://sam.gov/workspace/contract/opp/fc8e2b68946f4bff940f03a523fead75/view,Likely goods/manufacturing/retail NAICS: 423510 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fc8e2b68946f4bff940f03a523fead75,SAM.gov,fc8e2b68946f4bff940f03a523fead75,W519TC26PA155,autocustom,Yes,2026-05-22,2026-05-22,5.0,5
5 - Drop,No action,DoD / Defense Infrastructure,0,No-Go,Early Capture / Sources Sought,Non-target NAICS: 541810,NAICS does not clearly match A/E services | Scope may not be A/E or engineering services,USAWC Job Posting Advertisements BPA,,,,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.FDO EUSTIS.W6QM MICC-CARLISLE BARRACKS,2026-05-21,2026-05-27T07:00:00-04:00,5.0,541810,541810,R701,Sources Sought,Sources Sought,Hanford Engineering Services,Hanford,541330,r,DOE Environmental Consulting - Sources Sought | Hanford Engineering Services | NNSA A-E - Sources Sought | NNSA Engineering Services - Sources Sought | Oak Ridge Engineering Services | Savannah River Engineering Services | Y-12 Engineering Services,https://sam.gov/workspace/contract/opp/fa0c9d0c1260470dbe34750fec465611/view,Non-target NAICS: 541810 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Sources sought/RFI is useful for shaping | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fa0c9d0c1260470dbe34750fec465611,SAM.gov,fa0c9d0c1260470dbe34750fec465611,RFI808571,auto15,Yes,2026-05-22,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"15--DOOR,ACCESS,AIRCRAF",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,15,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f4ea59dc4fef475aa5bd50999439fa32/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f4ea59dc4fef475aa5bd50999439fa32,SAM.gov,f4ea59dc4fef475aa5bd50999439fa32,SPE4A726T389D,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Likely goods/supplies/equipment: kit,Contains goods/supplies/equipment language | Likely goods/supply opportunity | Scope may not be A/E or engineering services,"15--INSTALLATION KIT,WING",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,15,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f381a699e9734707a6fd77cd0552823f/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Bad-fit goods/supply terms: kit | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f381a699e9734707a6fd77cd0552823f,SAM.gov,f381a699e9734707a6fd77cd0552823f,SPE4A726T374K,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"15--LINK,SCISSORS",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,15,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f460a21db0c041b5bccb6d9e557a3539/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f460a21db0c041b5bccb6d9e557a3539,SAM.gov,f460a21db0c041b5bccb6d9e557a3539,SPE4A726T388W,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"16--DUCT ASSEMBLY,AIR C",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,16,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f7f1a80d0d1a450493a8bd29193d38d3/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7f1a80d0d1a450493a8bd29193d38d3,SAM.gov,f7f1a80d0d1a450493a8bd29193d38d3,SPE4A126T2131,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 333998,Check set-aside status / prime eligibility | Likely goods/supply opportunity | Scope may not be A/E or engineering services,"16--FILTER,FLUID",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,333998,333998,16,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f08d9b99e4dd44ddac790318a16f3080/view,Likely goods/manufacturing/retail NAICS: 333998 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Small business/team potential: 8a | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f08d9b99e4dd44ddac790318a16f3080,SAM.gov,f08d9b99e4dd44ddac790318a16f3080,SPE4A726T385E,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"16--NRP,ICS CORD C743",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,16,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f0bbacbb345042219a5aabd3a9b30fd1/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f0bbacbb345042219a5aabd3a9b30fd1,SAM.gov,f0bbacbb345042219a5aabd3a9b30fd1,SPE4A726T383M,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Non-target NAICS: 336413,Likely goods/supply opportunity | Scope may not be A/E or engineering services,"16--PISTON,LINEAR ACTUA",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,16,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/fa25d875794f4ca09ad490d9364adf89/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fa25d875794f4ca09ad490d9364adf89,SAM.gov,fa25d875794f4ca09ad490d9364adf89,SPE4A526T160W,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
5 - Drop,Drop unless manually confirmed,DoD / Defense Infrastructure,0,No-Go,Active Solicitation,Likely goods/supplies/equipment: valve,Check set-aside status / prime eligibility | Contains goods/supplies/equipment language | Likely goods/supply opportunity | Scope may not be A/E or engineering services,"16--VALVE,SOLENOID,CART",,,,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,2026-05-19,2026-05-27,5.0,336413,336413,16,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,,,,,Department of Energy architect engineer | Department of Energy engineering services,https://sam.gov/workspace/contract/opp/f19edc7c3126428291de2a9a9ae8c8ab/view,Likely goods/manufacturing/retail NAICS: 336413 | No strong A/E-engineering language detected | Non-DOE market classification: DoD / Defense Infrastructure | Active solicitation | Small business/team potential: 8a | Bad-fit goods/supply terms: valve | Near-term deadline: 5 days,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f19edc7c3126428291de2a9a9ae8c8ab,SAM.gov,f19edc7c3126428291de2a9a9ae8c8ab,SPE4A026T3194,autocustom,Yes,2026-05-19,2026-05-22,5.0,5
